name,url,party,state,district,chamber,start,end
"Maffei, Daniel B.",https://www.congress.gov/member/daniel-maffei/M001171,Democratic,New York,24,House,2013,2015
"Maffei, Daniel B.",https://www.congress.gov/member/daniel-maffei/M001171,Democratic,New York,25,House,2009,2011
"Malinowski, Tom",https://www.congress.gov/member/tom-malinowski/M001203,Democratic,New Jersey,7,House,2019,inf
"Maloney, Carolyn B.",https://www.congress.gov/member/carolyn-maloney/M000087,Democratic,New York,12,House,2013,inf
"Maloney, Carolyn B.",https://www.congress.gov/member/carolyn-maloney/M000087,Democratic,New York,14,House,1993,2013
"Maloney, Sean Patrick",https://www.congress.gov/member/sean-maloney/M001185,Democratic,New York,18,House,2013,inf
"Manchin, Joe, III",https://www.congress.gov/member/joe-manchin/M001183,Democratic,West Virginia,N/A,Senate,2010,inf
"Manzullo, Donald A.",https://www.congress.gov/member/donald-manzullo/M001138,Republican,Illinois,16,House,1993,2013
"Marchant, Kenny",https://www.congress.gov/member/kenny-marchant/M001158,Republican,Texas,24,House,2005,inf
"Marino, Tom",https://www.congress.gov/member/tom-marino/M001179,Republican,Pennsylvania,12,House,2019,2019
"Marino, Tom",https://www.congress.gov/member/tom-marino/M001179,Republican,Pennsylvania,10,House,2011,2019
"Markey, Betsy",https://www.congress.gov/member/betsy-markey/M001172,Democratic,Colorado,4,House,2009,2011
"Markey, Edward J.",https://www.congress.gov/member/edward-markey/M000133,Democratic,Massachusetts,0,Senate,2013,inf
"Markey, Edward J.",https://www.congress.gov/member/edward-markey/M000133,Democratic,Massachusetts,5,House,2013,2013
"Markey, Edward J.",https://www.congress.gov/member/edward-markey/M000133,Democratic,Massachusetts,7,House,1977,2013
"Marshall, Jim",https://www.congress.gov/member/jim-marshall/M001146,Democratic,Georgia,8,House,2007,2011
"Marshall, Jim",https://www.congress.gov/member/jim-marshall/M001146,Democratic,Georgia,3,House,2003,2007
"Marshall, Roger W.",https://www.congress.gov/member/roger-marshall/M001198,Republican,Kansas,1,House,2017,inf
"Martinez, Mel",https://www.congress.gov/member/mel-martinez/M001162,Republican,Florida,N/A,Senate,2005,2009
"Massa, Eric J. J.",https://www.congress.gov/member/eric-massa/M001173,Democratic,New York,29,House,2009,2010
"Massie, Thomas",https://www.congress.gov/member/thomas-massie/M001184,Republican,Kentucky,4,House,2012,inf
"Mast, Brian J.",https://www.congress.gov/member/brian-mast/M001199,Republican,Florida,18,House,2017,inf
"Matheson, Jim",https://www.congress.gov/member/jim-matheson/M001142,Democratic,Utah,4,House,2013,2015
"Matheson, Jim",https://www.congress.gov/member/jim-matheson/M001142,Democratic,Utah,2,House,2001,2013
"Matsui, Doris O.",https://www.congress.gov/member/doris-matsui/M001163,Democratic,California,6,House,2013,inf
"Matsui, Doris O.",https://www.congress.gov/member/doris-matsui/M001163,Democratic,California,5,House,2005,2013
"McAdams, Ben",https://www.congress.gov/member/ben-mcadams/M001209,Democratic,Utah,4,House,2019,inf
"McAllister, Vance M.",https://www.congress.gov/member/vance-mcallister/M001192,Republican,Louisiana,5,House,2013,2015
"McBath, Lucy",https://www.congress.gov/member/lucy-mcbath/M001208,Democratic,Georgia,6,House,2019,inf
"McCain, John",https://www.congress.gov/member/john-mccain/M000303,Republican,Arizona,0,Senate,1987,2018
"McCain, John",https://www.congress.gov/member/john-mccain/M000303,Republican,Arizona,1,House,1983,1987
"McCarthy, Carolyn",https://www.congress.gov/member/carolyn-mccarthy/M000309,Democratic,New York,4,House,1997,2015
"McCarthy, Kevin",https://www.congress.gov/member/kevin-mccarthy/M001165,Republican,California,23,House,2013,inf
"McCarthy, Kevin",https://www.congress.gov/member/kevin-mccarthy/M001165,Republican,California,22,House,2007,2013
"McCaskill, Claire",https://www.congress.gov/member/claire-mccaskill/M001170,Democratic,Missouri,N/A,Senate,2007,2019
"McCaul, Michael T.",https://www.congress.gov/member/michael-mccaul/M001157,Republican,Texas,10,House,2005,inf
"McClintock, Tom",https://www.congress.gov/member/tom-mcclintock/M001177,Republican,California,4,House,2009,inf
"McCollum, Betty",https://www.congress.gov/member/betty-mccollum/M001143,Democratic,Minnesota,4,House,2001,inf
"McConnell, Mitch",https://www.congress.gov/member/mitch-mcconnell/M000355,Republican,Kentucky,N/A,Senate,1985,inf
"McCotter, Thaddeus G.",https://www.congress.gov/member/thaddeus-mccotter/M001147,Republican,Michigan,11,House,2003,2012
"McCrery, Jim",https://www.congress.gov/member/jim-mccrery/M000388,Republican,Louisiana,4,House,1997,2011
"McCrery, Jim",https://www.congress.gov/member/jim-mccrery/M000388,Republican,Louisiana,5,House,1993,1997
"McCrery, Jim",https://www.congress.gov/member/jim-mccrery/M000388,Republican,Louisiana,4,House,1987,1993
"McDermott, Jim",https://www.congress.gov/member/jim-mcdermott/M000404,Democratic,Washington,7,House,1989,2017
"McEachin, A. Donald",https://www.congress.gov/member/a-mceachin/M001200,Democratic,Virginia,4,House,2017,inf
"McGovern, James P.",https://www.congress.gov/member/james-mcgovern/M000312,Democratic,Massachusetts,2,House,2013,inf
"McGovern, James P.",https://www.congress.gov/member/james-mcgovern/M000312,Democratic,Massachusetts,3,House,1997,2013
"McHenry, Patrick T.",https://www.congress.gov/member/patrick-mchenry/M001156,Republican,North Carolina,10,House,2005,inf
"McHugh, John M.",https://www.congress.gov/member/john-mchugh/M000472,Republican,New York,23,House,2003,2009
"McHugh, John M.",https://www.congress.gov/member/john-mchugh/M000472,Republican,New York,24,House,1993,2003
"McIntyre, Mike",https://www.congress.gov/member/mike-mcintyre/M000485,Democratic,North Carolina,7,House,1997,2015
"McKeon, Howard P. ""Buck""",https://www.congress.gov/member/howard-mckeon/M000508,Republican,California,25,House,1993,2015
"McKinley, David B.",https://www.congress.gov/member/david-mckinley/M001180,Republican,West Virginia,1,House,2011,inf
"McMahon, Michael E.",https://www.congress.gov/member/michael-mcmahon/M001174,Democratic,New York,13,House,2009,2011
"McMorris Rodgers, Cathy",https://www.congress.gov/member/cathy-rodgers/M001159,Republican,Washington,5,House,2005,inf
"McNerney, Jerry",https://www.congress.gov/member/jerry-mcnerney/M001166,Democratic,California,9,House,2013,inf
"McNerney, Jerry",https://www.congress.gov/member/jerry-mcnerney/M001166,Democratic,California,11,House,2007,2013
"McSally, Martha",https://www.congress.gov/member/martha-mcsally/M001197,Republican,Arizona,0,Senate,2019,inf
"McSally, Martha",https://www.congress.gov/member/martha-mcsally/M001197,Republican,Arizona,2,House,2015,2019
"Meadows, Mark",https://www.congress.gov/member/mark-meadows/M001187,Republican,North Carolina,11,House,2013,2020
"Meehan, Patrick",https://www.congress.gov/member/patrick-meehan/M001181,Republican,Pennsylvania,7,House,2011,2018
"Meek, Kendrick B.",https://www.congress.gov/member/kendrick-meek/M001148,Democratic,Florida,17,House,2003,2011
"Meeks, Gregory W.",https://www.congress.gov/member/gregory-meeks/M001137,Democratic,New York,5,House,2013,inf
"Meeks, Gregory W.",https://www.congress.gov/member/gregory-meeks/M001137,Democratic,New York,6,House,1997,2013
"Melancon, Charlie",https://www.congress.gov/member/charlie-melancon/M001161,Democratic,Louisiana,3,House,2005,2011
"Menendez, Robert",https://www.congress.gov/member/robert-menendez/M000639,Democratic,New Jersey,0,Senate,2006,inf
"Menendez, Robert",https://www.congress.gov/member/robert-menendez/M000639,Democratic,New Jersey,13,House,1993,2006
"Meng, Grace",https://www.congress.gov/member/grace-meng/M001188,Democratic,New York,6,House,2013,inf
"Merkley, Jeff",https://www.congress.gov/member/jeff-merkley/M001176,Democratic,Oregon,N/A,Senate,2009,inf
"Messer, Luke",https://www.congress.gov/member/luke-messer/M001189,Republican,Indiana,6,House,2013,2019
"Meuser, Daniel",https://www.congress.gov/member/daniel-meuser/M001204,Republican,Pennsylvania,9,House,2019,inf
"Mica, John L.",https://www.congress.gov/member/john-mica/M000689,Republican,Florida,7,House,1993,2017
"Michaud, Michael H.",https://www.congress.gov/member/michael-michaud/M001149,Democratic,Maine,2,House,2003,2015
"Mikulski, Barbara A.",https://www.congress.gov/member/barbara-mikulski/M000702,Democratic,Maryland,0,Senate,1987,2017
"Mikulski, Barbara A.",https://www.congress.gov/member/barbara-mikulski/M000702,Democratic,Maryland,3,House,1977,1987
"Miller, Brad",https://www.congress.gov/member/brad-miller/M001154,Democratic,North Carolina,13,House,2003,2013
"Miller, Candice S.",https://www.congress.gov/member/candice-miller/M001150,Republican,Michigan,10,House,2003,2017
"Miller, Carol D.",https://www.congress.gov/member/carol-miller/M001205,Republican,West Virginia,3,House,2019,inf
"Miller, Gary G.",https://www.congress.gov/member/gary-miller/M001139,Republican,California,31,House,2013,2015
"Miller, Gary G.",https://www.congress.gov/member/gary-miller/M001139,Republican,California,42,House,2003,2013
"Miller, Gary G.",https://www.congress.gov/member/gary-miller/M001139,Republican,California,41,House,1999,2003
"Miller, George",https://www.congress.gov/member/george-miller/M000725,Democratic,California,11,House,2013,2015
"Miller, George",https://www.congress.gov/member/george-miller/M000725,Democratic,California,7,House,1975,2013
"Miller, Jeff",https://www.congress.gov/member/jeff-miller/M001144,Republican,Florida,1,House,2001,2017
"Minnick, Walter",https://www.congress.gov/member/walter-minnick/M001175,Democratic,Idaho,1,House,2009,2011
"Mitchell, Harry E.",https://www.congress.gov/member/harry-mitchell/M001167,Democratic,Arizona,5,House,2007,2011
"Mitchell, Paul",https://www.congress.gov/member/paul-mitchell/M001201,Republican,Michigan,10,House,2017,inf
"Mollohan, Alan B.",https://www.congress.gov/member/alan-mollohan/M000844,Democratic,West Virginia,1,House,1983,2011
"Moolenaar, John R.",https://www.congress.gov/member/john-moolenaar/M001194,Republican,Michigan,4,House,2015,inf
"Mooney, Alexander X.",https://www.congress.gov/member/alexander-mooney/M001195,Republican,West Virginia,2,House,2015,inf
"Moore, Dennis",https://www.congress.gov/member/dennis-moore/M001140,Democratic,Kansas,3,House,1999,2011
"Moore, Gwen",https://www.congress.gov/member/gwen-moore/M001160,Democratic,Wisconsin,4,House,2005,inf
"Moran, James P.",https://www.congress.gov/member/james-moran/M000933,Democratic,Virginia,8,House,1991,2015
"Moran, Jerry",https://www.congress.gov/member/jerry-moran/M000934,Republican,Kansas,0,Senate,2011,inf
"Moran, Jerry",https://www.congress.gov/member/jerry-moran/M000934,Republican,Kansas,1,House,1997,2011
"Morelle, Joseph D.",https://www.congress.gov/member/joseph-morelle/M001206,Democratic,New York,25,House,2018,inf
"Moulton, Seth",https://www.congress.gov/member/seth-moulton/M001196,Democratic,Massachusetts,6,House,2015,inf
"Mucarsel-Powell, Debbie",https://www.congress.gov/member/debbie-mucarsel-powell/M001207,Democratic,Florida,26,House,2019,inf
"Mullin, Markwayne",https://www.congress.gov/member/markwayne-mullin/M001190,Republican,Oklahoma,2,House,2013,inf
"Mulvaney, Mick",https://www.congress.gov/member/mick-mulvaney/M001182,Republican,South Carolina,5,House,2011,2017
"Murkowski, Lisa",https://www.congress.gov/member/lisa-murkowski/M001153,Republican,Alaska,N/A,Senate,2003,inf
"Murphy, Christopher",https://www.congress.gov/member/christopher-murphy/M001169,Democratic,Connecticut,0,Senate,2013,inf
"Murphy, Christopher",https://www.congress.gov/member/christopher-murphy/M001169,Democratic,Connecticut,5,House,2007,2013
"Murphy, Gregory",https://www.congress.gov/member/gregory-murphy/M001210,Republican,North Carolina,3,House,2019,inf
"Murphy, Patrick",https://www.congress.gov/member/patrick-murphy/M001191,Democratic,Florida,18,House,2013,2017
"Murphy, Patrick J.",https://www.congress.gov/member/patrick-murphy/M001168,Democratic,Pennsylvania,8,House,2007,2011
"Murphy, Scott",https://www.congress.gov/member/scott-murphy/M001178,Democratic,New York,20,House,2009,2011
"Murphy, Stephanie N.",https://www.congress.gov/member/stephanie-murphy/M001202,Democratic,Florida,7,House,2017,inf
"Murphy, Tim",https://www.congress.gov/member/tim-murphy/M001151,Republican,Pennsylvania,18,House,2003,2017
"Murray, Patty",https://www.congress.gov/member/patty-murray/M001111,Democratic,Washington,N/A,Senate,1993,inf
"Murtha, John P.",https://www.congress.gov/member/john-murtha/M001120,Democratic,Pennsylvania,12,House,1973,2010
"Myrick, Sue Wilkins",https://www.congress.gov/member/sue-myrick/M001134,Republican,North Carolina,9,House,1995,2013
"Nadler, Jerrold",https://www.congress.gov/member/jerrold-nadler/N000002,Democratic,New York,10,House,2013,inf
"Nadler, Jerrold",https://www.congress.gov/member/jerrold-nadler/N000002,Democratic,New York,8,House,1993,2013
"Nadler, Jerrold",https://www.congress.gov/member/jerrold-nadler/N000002,Democratic,New York,17,House,1991,1993
"Napolitano, Grace F.",https://www.congress.gov/member/grace-napolitano/N000179,Democratic,California,32,House,2013,inf
"Napolitano, Grace F.",https://www.congress.gov/member/grace-napolitano/N000179,Democratic,California,38,House,2003,2013
"Napolitano, Grace F.",https://www.congress.gov/member/grace-napolitano/N000179,Democratic,California,34,House,1999,2003
"Neal, Richard E.",https://www.congress.gov/member/richard-neal/N000015,Democratic,Massachusetts,1,House,2013,inf
"Neal, Richard E.",https://www.congress.gov/member/richard-neal/N000015,Democratic,Massachusetts,2,House,1989,2013
"Negrete McLeod, Gloria",https://www.congress.gov/member/gloria-negrete-mcleod/N000187,Democratic,California,35,House,2013,2015
"Neguse, Joe",https://www.congress.gov/member/joe-neguse/N000191,Democratic,Colorado,2,House,2019,inf
"Nelson, Ben",https://www.congress.gov/member/e-nelson/N000180,Democratic,Nebraska,N/A,Senate,2001,2013
"Nelson, Bill",https://www.congress.gov/member/clarence-nelson/N000032,Democratic,Florida,0,Senate,2001,2019
"Nelson, Bill",https://www.congress.gov/member/clarence-nelson/N000032,Democratic,Florida,11,House,1983,1991
"Nelson, Bill",https://www.congress.gov/member/clarence-nelson/N000032,Democratic,Florida,9,House,1979,1983
"Neugebauer, Randy",https://www.congress.gov/member/randy-neugebauer/N000182,Republican,Texas,19,House,2003,2017
"Newhouse, Dan",https://www.congress.gov/member/dan-newhouse/N000189,Republican,Washington,4,House,2015,inf
"Noem, Kristi L.",https://www.congress.gov/member/kristi-noem/N000184,Republican,South Dakota,At Large,House,2011,2019
"Nolan, Richard M.",https://www.congress.gov/member/richard-nolan/N000127,Democratic,Minnesota,8,House,2013,2019
"Nolan, Richard M.",https://www.congress.gov/member/richard-nolan/N000127,Democratic,Minnesota,6,House,1975,1981
"Norcross, Donald",https://www.congress.gov/member/donald-norcross/N000188,Democratic,New Jersey,1,House,2014,inf
"Norman, Ralph",https://www.congress.gov/member/ralph-norman/N000190,Republican,South Carolina,5,House,2017,inf
"Delegate Norton, Eleanor Holmes",https://www.congress.gov/member/eleanor-norton/N000147,Democratic,District of Columbia,At Large,House,1991,inf
"Nugent, Richard B.",https://www.congress.gov/member/richard-nugent/N000185,Republican,Florida,11,House,2013,2017
"Nugent, Richard B.",https://www.congress.gov/member/richard-nugent/N000185,Republican,Florida,5,House,2011,2013
"Nunes, Devin",https://www.congress.gov/member/devin-nunes/N000181,Republican,California,22,House,2013,inf
"Nunes, Devin",https://www.congress.gov/member/devin-nunes/N000181,Republican,California,21,House,2003,2013
"Nunnelee, Alan",https://www.congress.gov/member/alan-nunnelee/N000186,Republican,Mississippi,1,House,2011,2015
"Nye, Glenn C.",https://www.congress.gov/member/glenn-nye/N000183,Democratic,Virginia,2,House,2009,2011
"O'Halleran, Tom",https://www.congress.gov/member/tom-o-halleran/O000171,Democratic,Arizona,1,House,2017,inf
"O'Rourke, Beto",https://www.congress.gov/member/beto-o-rourke/O000170,Democratic,Texas,16,House,2013,2019
"Oberstar, James L.",https://www.congress.gov/member/james-oberstar/O000006,Democratic,Minnesota,8,House,1975,2011
"Obey, David R.",https://www.congress.gov/member/david-obey/O000007,Democratic,Wisconsin,7,House,1969,2011
"Ocasio-Cortez, Alexandria",https://www.congress.gov/member/alexandria-ocasio-cortez/O000172,Democratic,New York,14,House,2019,inf
"Olson, Pete",https://www.congress.gov/member/pete-olson/O000168,Republican,Texas,22,House,2009,inf
"Olver, John W.",https://www.congress.gov/member/john-olver/O000085,Democratic,Massachusetts,1,House,1991,2013
"Omar, Ilhan",https://www.congress.gov/member/ilhan-omar/O000173,Democratic,Minnesota,5,House,2019,inf
"Ortiz, Solomon P.",https://www.congress.gov/member/solomon-ortiz/O000107,Democratic,Texas,27,House,1983,2011
"Owens, William L.",https://www.congress.gov/member/william-owens/O000169,Democratic,New York,21,House,2013,2015
"Owens, William L.",https://www.congress.gov/member/william-owens/O000169,Democratic,New York,23,House,2009,2013
"Palazzo, Steven M.",https://www.congress.gov/member/steven-palazzo/P000601,Republican,Mississippi,4,House,2011,inf
"Pallone, Frank, Jr.",https://www.congress.gov/member/frank-pallone/P000034,Democratic,New Jersey,6,House,1993,inf
"Pallone, Frank, Jr.",https://www.congress.gov/member/frank-pallone/P000034,Democratic,New Jersey,3,House,1987,1993
"Palmer, Gary J.",https://www.congress.gov/member/gary-palmer/P000609,Republican,Alabama,6,House,2015,inf
"Panetta, Jimmy",https://www.congress.gov/member/jimmy-panetta/P000613,Democratic,California,20,House,2017,inf
"Pappas, Chris",https://www.congress.gov/member/chris-pappas/P000614,Democratic,New Hampshire,1,House,2019,inf
"Pascrell, Bill, Jr.",https://www.congress.gov/member/william-pascrell/P000096,Democratic,New Jersey,9,House,2013,inf
"Pascrell, Bill, Jr.",https://www.congress.gov/member/william-pascrell/P000096,Democratic,New Jersey,8,House,1997,2013
"Pastor, Ed",https://www.congress.gov/member/ed-pastor/P000099,Democratic,Arizona,7,House,2013,2015
"Pastor, Ed",https://www.congress.gov/member/ed-pastor/P000099,Democratic,Arizona,4,House,2003,2013
"Pastor, Ed",https://www.congress.gov/member/ed-pastor/P000099,Democratic,Arizona,2,House,1991,2003
"Paul, Rand",https://www.congress.gov/member/rand-paul/P000603,Republican,Kentucky,N/A,Senate,2011,inf
"Paul, Ron",https://www.congress.gov/member/ron-paul/P000583,Republican,Texas,14,House,1997,2013
"Paul, Ron",https://www.congress.gov/member/ron-paul/P000583,Republican,Texas,22,House,1979,1985
"Paul, Ron",https://www.congress.gov/member/ron-paul/P000583,Republican,Texas,22,House,1975,1977
"Paulsen, Erik",https://www.congress.gov/member/erik-paulsen/P000594,Republican,Minnesota,3,House,2009,2019
"Payne, Donald M.",https://www.congress.gov/member/donald-payne/P000149,Democratic,New Jersey,10,House,1989,2012
"Payne, Donald M., Jr.",https://www.congress.gov/member/donald-payne/P000604,Democratic,New Jersey,10,House,2012,inf
"Pearce, Stevan",https://www.congress.gov/member/stevan-pearce/P000588,Republican,New Mexico,2,House,2011,2019
"Pearce, Stevan",https://www.congress.gov/member/stevan-pearce/P000588,Republican,New Mexico,2,House,2003,2009
"Pelosi, Nancy",https://www.congress.gov/member/nancy-pelosi/P000197,Democratic,California,12,House,2013,inf
"Pelosi, Nancy",https://www.congress.gov/member/nancy-pelosi/P000197,Democratic,California,8,House,1993,2013
"Pelosi, Nancy",https://www.congress.gov/member/nancy-pelosi/P000197,Democratic,California,5,House,1987,1993
"Pence, Greg",https://www.congress.gov/member/greg-pence/P000615,Republican,Indiana,6,House,2019,inf
"Pence, Mike",https://www.congress.gov/member/mike-pence/P000587,Republican,Indiana,6,House,2003,2013
"Pence, Mike",https://www.congress.gov/member/mike-pence/P000587,Republican,Indiana,2,House,2001,2003
"Perdue, David",https://www.congress.gov/member/david-perdue/P000612,Republican,Georgia,N/A,Senate,2015,inf
"Perlmutter, Ed",https://www.congress.gov/member/ed-perlmutter/P000593,Democratic,Colorado,7,House,2007,inf
"Perriello, Thomas S.P.",https://www.congress.gov/member/thomas-perriello/P000600,Democratic,Virginia,5,House,2009,2011
"Perry, Scott",https://www.congress.gov/member/scott-perry/P000605,Republican,Pennsylvania,10,House,2019,inf
"Perry, Scott",https://www.congress.gov/member/scott-perry/P000605,Republican,Pennsylvania,4,House,2013,2019
"Peters, Gary C.",https://www.congress.gov/member/gary-peters/P000595,Democratic,Michigan,0,Senate,2015,inf
"Peters, Gary C.",https://www.congress.gov/member/gary-peters/P000595,Democratic,Michigan,14,House,2013,2015
"Peters, Gary C.",https://www.congress.gov/member/gary-peters/P000595,Democratic,Michigan,9,House,2009,2013
"Peters, Scott H.",https://www.congress.gov/member/scott-peters/P000608,Democratic,California,52,House,2013,inf
"Peterson, Collin C.",https://www.congress.gov/member/collin-peterson/P000258,Democratic,Minnesota,7,House,1991,inf
"Petri, Thomas E.",https://www.congress.gov/member/tom-petri/P000265,Republican,Wisconsin,6,House,1979,2015
"Phillips, Dean",https://www.congress.gov/member/dean-phillips/P000616,Democratic,Minnesota,3,House,2019,inf
"Pierluisi, Pedro R.",https://www.congress.gov/member/pedro-pierluisi/P000596,Democratic,Puerto Rico,At Large,House,2009,2017
"Pingree, Chellie",https://www.congress.gov/member/chellie-pingree/P000597,Democratic,Maine,1,House,2009,inf
"Pittenger, Robert",https://www.congress.gov/member/robert-pittenger/P000606,Republican,North Carolina,9,House,2013,2019
"Pitts, Joseph R.",https://www.congress.gov/member/joseph-pitts/P000373,Republican,Pennsylvania,16,House,1997,2017
"Delegate Plaskett, Stacey E.",https://www.congress.gov/member/stacey-plaskett/P000610,Democratic,Virgin Islands,At Large,House,2015,inf
"Platts, Todd Russell",https://www.congress.gov/member/todd-platts/P000585,Republican,Pennsylvania,19,House,2001,2013
"Pocan, Mark",https://www.congress.gov/member/mark-pocan/P000607,Democratic,Wisconsin,2,House,2013,inf
"Poe, Ted",https://www.congress.gov/member/ted-poe/P000592,Republican,Texas,2,House,2005,2019
"Poliquin, Bruce",https://www.congress.gov/member/bruce-poliquin/P000611,Republican,Maine,2,House,2015,2019
"Polis, Jared",https://www.congress.gov/member/jared-polis/P000598,Democratic,Colorado,2,House,2009,2019
"Pomeroy, Earl",https://www.congress.gov/member/earl-pomeroy/P000422,Democratic,North Dakota,At Large,House,1993,2011
"Pompeo, Mike",https://www.congress.gov/member/mike-pompeo/P000602,Republican,Kansas,4,House,2011,2017
"Porter, Katie",https://www.congress.gov/member/katie-porter/P000618,Democratic,California,45,House,2019,inf
"Portman, Rob",https://www.congress.gov/member/rob-portman/P000449,Republican,Ohio,0,Senate,2011,inf
"Portman, Rob",https://www.congress.gov/member/rob-portman/P000449,Republican,Ohio,2,House,1993,2007
"Posey, Bill",https://www.congress.gov/member/bill-posey/P000599,Republican,Florida,8,House,2013,inf
"Posey, Bill",https://www.congress.gov/member/bill-posey/P000599,Republican,Florida,15,House,2009,2013
"Pressley, Ayanna",https://www.congress.gov/member/ayanna-pressley/P000617,Democratic,Massachusetts,7,House,2019,inf
"Price, David E.",https://www.congress.gov/member/david-price/P000523,Democratic,North Carolina,4,House,1997,inf
"Price, David E.",https://www.congress.gov/member/david-price/P000523,Democratic,North Carolina,4,House,1987,1995
"Price, Tom",https://www.congress.gov/member/tom-price/P000591,Republican,Georgia,6,House,2005,2017
"Pryor, Mark L.",https://www.congress.gov/member/mark-pryor/P000590,Democratic,Arkansas,N/A,Senate,2003,2015
"Putnam, Adam H.",https://www.congress.gov/member/adam-putnam/P000586,Republican,Florida,12,House,2001,2011
"Quayle, Benjamin",https://www.congress.gov/member/benjamin-quayle/Q000024,Republican,Arizona,3,House,2011,2013
"Quigley, Mike",https://www.congress.gov/member/mike-quigley/Q000023,Democratic,Illinois,5,House,2009,inf
"Radanovich, George",https://www.congress.gov/member/george-radanovich/R000004,Republican,California,19,House,1995,2011
"Radel, Trey",https://www.congress.gov/member/trey-radel/R000596,Republican,Florida,19,House,2013,2014
"Delegate Radewagen, Aumua Amata Coleman",https://www.congress.gov/member/aumua-amata-radewagen/R000600,Republican,American Samoa,At Large,House,2015,inf
"Rahall, Nick J., II",https://www.congress.gov/member/nick-rahall/R000011,Democratic,West Virginia,3,House,1993,2015
"Rahall, Nick J., II",https://www.congress.gov/member/nick-rahall/R000011,Democratic,West Virginia,4,House,1977,1993
"Rangel, Charles B.",https://www.congress.gov/member/charles-rangel/R000053,Democratic,New York,13,House,2013,2017
"Rangel, Charles B.",https://www.congress.gov/member/charles-rangel/R000053,Democratic,New York,15,House,1993,2013
"Rangel, Charles B.",https://www.congress.gov/member/charles-rangel/R000053,Democratic,New York,16,House,1983,1993
"Rangel, Charles B.",https://www.congress.gov/member/charles-rangel/R000053,Democratic,New York,19,House,1973,1983
"Rangel, Charles B.",https://www.congress.gov/member/charles-rangel/R000053,Democratic,New York,18,House,1971,1973
"Raskin, Jamie",https://www.congress.gov/member/jamie-raskin/R000606,Democratic,Maryland,8,House,2017,inf
"Ratcliffe, John",https://www.congress.gov/member/john-ratcliffe/R000601,Republican,Texas,4,House,2015,inf
"Reed, Jack",https://www.congress.gov/member/john-reed/R000122,Democratic,Rhode Island,0,Senate,1997,inf
"Reed, Jack",https://www.congress.gov/member/john-reed/R000122,Democratic,Rhode Island,2,House,1991,1997
"Reed, Tom",https://www.congress.gov/member/tom-reed/R000585,Republican,New York,23,House,2013,inf
"Reed, Tom",https://www.congress.gov/member/tom-reed/R000585,Republican,New York,29,House,2010,2013
"Rehberg, Denny",https://www.congress.gov/member/denny-rehberg/R000571,Republican,Montana,At Large,House,2001,2013
"Reichert, David G.",https://www.congress.gov/member/david-reichert/R000578,Republican,Washington,8,House,2005,2019
"Reid, Harry",https://www.congress.gov/member/harry-reid/R000146,Democratic,Nevada,0,Senate,1987,2017
"Reid, Harry",https://www.congress.gov/member/harry-reid/R000146,Democratic,Nevada,1,House,1983,1987
"Renacci, James B.",https://www.congress.gov/member/james-renacci/R000586,Republican,Ohio,16,House,2011,2019
"Reschenthaler, Guy",https://www.congress.gov/member/guy-reschenthaler/R000610,Republican,Pennsylvania,14,House,2019,inf
"Reyes, Silvestre",https://www.congress.gov/member/silvestre-reyes/R000170,Democratic,Texas,16,House,1997,2013
"Ribble, Reid J.",https://www.congress.gov/member/reid-ribble/R000587,Republican,Wisconsin,8,House,2011,2017
"Rice, Kathleen M.",https://www.congress.gov/member/kathleen-rice/R000602,Democratic,New York,4,House,2015,inf
"Rice, Tom",https://www.congress.gov/member/tom-rice/R000597,Republican,South Carolina,7,House,2013,inf
"Richardson, Laura",https://www.congress.gov/member/laura-richardson/R000581,Democratic,California,37,House,2007,2013
"Richmond, Cedric L.",https://www.congress.gov/member/cedric-richmond/R000588,Democratic,Louisiana,2,House,2011,inf
"Rigell, E. Scott",https://www.congress.gov/member/e-rigell/R000589,Republican,Virginia,2,House,2011,2017
"Riggleman, Denver",https://www.congress.gov/member/denver-riggleman/R000611,Republican,Virginia,5,House,2019,inf
"Risch, James E.",https://www.congress.gov/member/james-risch/R000584,Republican,Idaho,N/A,Senate,2009,inf
"Rivera, David",https://www.congress.gov/member/david-rivera/R000590,Republican,Florida,25,House,2011,2013
"Roberts, Pat",https://www.congress.gov/member/pat-roberts/R000307,Republican,Kansas,0,Senate,1997,inf
"Roberts, Pat",https://www.congress.gov/member/pat-roberts/R000307,Republican,Kansas,1,House,1981,1997
"Roby, Martha",https://www.congress.gov/member/martha-roby/R000591,Republican,Alabama,2,House,2011,inf
"Rockefeller, John D., IV",https://www.congress.gov/member/jay-rockefeller/R000361,Democratic,West Virginia,N/A,Senate,1985,2015
"Rodriguez, Ciro D.",https://www.congress.gov/member/ciro-rodriguez/R000568,Democratic,Texas,23,House,2007,2011
"Rodriguez, Ciro D.",https://www.congress.gov/member/ciro-rodriguez/R000568,Democratic,Texas,28,House,1997,2005
"Roe, David P.",https://www.congress.gov/member/david-roe/R000582,Republican,Tennessee,1,House,2009,inf
"Rogers, Harold",https://www.congress.gov/member/harold-rogers/R000395,Republican,Kentucky,5,House,1981,inf
"Rogers, Mike D.",https://www.congress.gov/member/mike-rogers/R000575,Republican,Alabama,3,House,2003,inf
"Rogers, Mike J.",https://www.congress.gov/member/mike-rogers/R000572,Republican,Michigan,8,House,2001,2015
"Rohrabacher, Dana",https://www.congress.gov/member/dana-rohrabacher/R000409,Republican,California,48,House,2013,2019
